code,name,year,traffic-flow
E06000045,southampton,2015,628
E10000030,surrey,2015,8695
E06000037,west berkshire,2015,1899
E10000032,west sussex,2015,4321
E06000040,windsor and maidenhead,2015,1153
E06000041,wokingham,2015,1051
E06000022,bath and north east somerset,2015,765
E06000023,bristol,2015,1463
E06000052,cornwall,2015,3127
E10000008,devon,2015,5291
E10000013,gloucestershire,2015,4264
E06000053,isles of scilly,2015,2
E06000024,north somerset,2015,1491
E06000026,plymouth,2015,906
E10000027,somerset,2015,4212
E06000025,south gloucestershire,2015,2533
E06000030,swindon,2015,1313
E06000027,torbay,2015,419
E06000054,wiltshire,2015,3708
S12000033,aberdeen city,2015,803
S12000034,aberdeenshire,2015,1816
S12000041,angus,2015,680
S12000035,argyll & bute,2015,575
S12000005,clackmannanshire,2015,199
S12000006,dumfries and galloway,2015,1293
S12000042,dundee city,2015,502
S12000008,east ayrshire,2015,673
S12000045,east dunbartonshire,2015,327
S12000010,east lothian,2015,547
S12000011,east renfrewshire,2015,479
S12000036,edinburgh,2015,1813
S12000013,eilean siar,2015,138
S12000014,falkirk,2015,972
S12000047,fife,2015,1814
S12000049,glasgow city,2015,2162
S12000017,highland,2015,1681
S12000018,inverclyde,2015,320
S12000019,midlothian,2015,413
S12000020,moray,2015,464
S12000021,north ayrshire,2015,478
S12000050,north lanarkshire,2015,1885
S12000023,orkney islands,2015,89
S12000048,perth and kinross,2015,1472
S12000038,renfrewshire,2015,954
S12000026,scottish borders,2015,775
S12000027,shetland islands,2015,138
S12000028,south ayrshire,2015,615
S12000029,south lanarkshire,2015,1614
S12000030,stirling,2015,779
S12000039,west dunbartonshire,2015,405
S12000040,west lothian,2015,1114
W06000019,blaenau gwent,2015,269
W06000013,bridgend,2015,831
W06000018,caerphilly,2015,735
W06000015,cardiff,2015,1841
W06000010,carmarthenshire,2015,1232
W06000008,ceredigion,2015,467
W06000003,conwy,2015,716
W06000004,denbighshire,2015,549
W06000005,flintshire,2015,1038
W06000002,gwynedd,2015,822
W06000001,isle of anglesey,2015,393
W06000024,merthyr tydfil,2015,258
W06000021,monmouthshire,2015,876
W06000012,neath port talbot,2015,868
W06000022,newport,2015,1201
W06000009,pembrokeshire,2015,685
W06000023,powys,2015,982
W06000016,rhondda cynon taf,2015,1338
W06000011,swansea,2015,1080
W06000014,the vale of glamorgan,2015,661
W06000020,torfaen,2015,388
W06000006,wrexham,2015,629
E06000047,county durham,2016,2540
E06000005,darlington,2016,497
E06000001,hartlepool,2016,380
E06000002,middlesbrough,2016,701
E06000057,northumberland,2016,1855
E06000003,redcar and cleveland,2016,546
E06000004,stockton-on-tees,2016,876
E08000037,gateshead,2016,1002
E08000021,newcastle upon tyne,2016,1054
E08000022,north tyneside,2016,795
E08000023,south tyneside,2016,469
E08000024,sunderland,2016,1053
E06000008,blackburn with darwen,2016,449
E06000009,blackpool,2016,337
E10000006,cumbria,2016,3647
E06000006,halton,2016,638
E10000017,lancashire,2016,7049
E06000007,warrington,2016,1697
E08000001,bolton,2016,1256
E08000002,bury,2016,1023
E08000003,manchester,2016,1649
E08000004,oldham,2016,689
E08000005,rochdale,2016,1051
E08000006,salford,2016,1462
E08000007,stockport,2016,1165
E08000008,tameside,2016,740
E08000009,trafford,2016,922
E08000010,wigan,2016,1214
E08000011,knowsley,2016,911
E08000012,liverpool,2016,1335
E08000014,sefton,2016,719
E08000013,st. helens,2016,869
E08000015,wirral,2016,1075
E06000011,east riding of yorkshire,2016,2268
E06000010,kingston upon hull,2016,758
E06000012,north east lincolnshire,2016,628
E06000013,north lincolnshire,2016,1123
E10000023,north yorkshire,2016,5407
E06000014,york,2016,807
E08000016,barnsley,2016,1239
E08000017,doncaster,2016,2086
E08000018,rotherham,2016,1523
E08000019,sheffield,2016,1739
E08000032,bradford,2016,1581
E08000033,calderdale,2016,984
E08000034,kirklees,2016,1767
E08000035,leeds,2016,4218
E08000036,wakefield,2016,1899
E06000015,derby,2016,1095
E10000007,derbyshire,2016,5231
E06000016,leicester,2016,928
E10000018,leicestershire,2016,5006
E10000019,lincolnshire,2016,4071
E06000018,nottingham,2016,983
E10000024,nottinghamshire,2016,4818
E06000017,rutland,2016,441
E06000019,herefordshire,2016,1213
E06000051,shropshire,2016,2061
E10000028,staffordshire,2016,6092
E06000021,stoke-on-trent,2016,877
E06000020,telford and wrekin,2016,872
E10000031,warwickshire,2016,6019
E10000034,worcestershire,2016,4357
E08000025,birmingham,2016,3632
E08000026,coventry,2016,1212
E08000027,dudley,2016,1071
E08000028,sandwell,2016,1285
E08000029,solihull,2016,1533
E08000030,walsall,2016,941
E08000031,wolverhampton,2016,730
E10000003,cambridgeshire,2016,4865
E10000012,essex,2016,9242
E10000015,hertfordshire,2016,7427
E06000032,luton,2016,498
E10000020,norfolk,2016,5117
E06000031,peterborough,2016,1154
E06000033,southend-on-sea,2016,406
E10000029,suffolk,2016,4015
E06000034,thurrock,2016,1055
E09000002,barking and dagenham,2016,418
E09000003,barnet,2016,1088
E09000004,bexley,2016,641
E09000005,brent,2016,626
E09000006,bromley,2016,907
E09000007,camden,2016,316
E09000001,city of london,2016,99
E09000008,croydon,2016,849
E09000009,ealing,2016,835
E09000010,enfield,2016,1089
E09000011,greenwich,2016,743
E09000012,hackney,2016,298
E09000013,hammersmith and fulham,2016,328
E09000014,haringey,2016,342
E09000015,harrow,2016,410
E09000016,havering,2016,1091
E09000017,hillingdon,2016,1531
E09000018,hounslow,2016,1060
E09000019,islington,2016,252
E09000020,kensington and chelsea,2016,318
E09000021,kingston upon thames,2016,629
E09000022,lambeth,2016,480
E09000023,lewisham,2016,490
E09000024,merton,2016,411
E09000025,newham,2016,575
E09000026,redbridge,2016,740
E09000027,richmond upon thames,2016,543
E09000028,southwark,2016,460
E09000029,sutton,2016,459
E09000030,tower hamlets,2016,545
E09000031,waltham forest,2016,491
E09000032,wandsworth,2016,472
E09000033,westminster,2016,544
E06000036,bracknell forest,2016,439
E06000043,brighton and hove,2016,803
E06000060,buckinghamshire,2016,4102
E10000011,east sussex,2016,2699
E10000014,hampshire,2016,9659
E06000046,isle of wight,2016,409
E10000016,kent,2016,9371
E06000035,medway,2016,867
E06000042,milton keynes,2016,1534
E10000025,oxfordshire,2016,4855
E06000044,portsmouth,2016,760
E06000038,reading,2016,374
E06000039,slough,2016,518
E06000045,southampton,2016,627
E10000030,surrey,2016,8653
E06000037,west berkshire,2016,1924
E10000032,west sussex,2016,4455
E06000040,windsor and maidenhead,2016,1168
E06000041,wokingham,2016,1065
E06000022,bath and north east somerset,2016,780
E06000023,bristol,2016,1495
E06000052,cornwall,2016,3288
E10000008,devon,2016,5545
E10000013,gloucestershire,2016,4332
E06000053,isles of scilly,2016,2
E06000024,north somerset,2016,1591
E06000026,plymouth,2016,927
E10000027,somerset,2016,4393
E06000025,south gloucestershire,2016,2595
E06000030,swindon,2016,1325
E06000027,torbay,2016,431
E06000054,wiltshire,2016,3818
S12000033,aberdeen city,2016,826
S12000034,aberdeenshire,2016,1898
S12000041,angus,2016,700
S12000035,argyll & bute,2016,595
S12000005,clackmannanshire,2016,205
S12000006,dumfries and galloway,2016,1333
S12000042,dundee city,2016,514
S12000008,east ayrshire,2016,681
S12000045,east dunbartonshire,2016,335
S12000010,east lothian,2016,577
S12000011,east renfrewshire,2016,494
S12000036,edinburgh,2016,1859
S12000013,eilean siar,2016,157
S12000014,falkirk,2016,1013
S12000047,fife,2016,1876
S12000049,glasgow city,2016,2215
S12000017,highland,2016,1744
S12000018,inverclyde,2016,328
S12000019,midlothian,2016,428
S12000020,moray,2016,483
S12000021,north ayrshire,2016,490
S12000050,north lanarkshire,2016,1927
S12000023,orkney islands,2016,93
S12000048,perth and kinross,2016,1549
S12000038,renfrewshire,2016,978
S12000026,scottish borders,2016,802
S12000027,shetland islands,2016,144
S12000028,south ayrshire,2016,635
S12000029,south lanarkshire,2016,1680
S12000030,stirling,2016,822
S12000039,west dunbartonshire,2016,412
S12000040,west lothian,2016,1134
W06000019,blaenau gwent,2016,277
W06000013,bridgend,2016,862
W06000018,caerphilly,2016,750
W06000015,cardiff,2016,1888
W06000010,carmarthenshire,2016,1300
W06000008,ceredigion,2016,500
W06000003,conwy,2016,776
W06000004,denbighshire,2016,581
W06000005,flintshire,2016,1087
W06000002,gwynedd,2016,854
W06000001,isle of anglesey,2016,407
W06000024,merthyr tydfil,2016,266
W06000021,monmouthshire,2016,917
W06000012,neath port talbot,2016,867
W06000022,newport,2016,1232
W06000009,pembrokeshire,2016,724
W06000023,powys,2016,1038
W06000016,rhondda cynon taf,2016,1371
W06000011,swansea,2016,1108
W06000014,the vale of glamorgan,2016,687
W06000020,torfaen,2016,403
W06000006,wrexham,2016,671
E06000047,county durham,2017,2624
E06000005,darlington,2017,499
E06000001,hartlepool,2017,383
E06000002,middlesbrough,2017,722
E06000057,northumberland,2017,1924
E06000003,redcar and cleveland,2017,556
E06000004,stockton-on-tees,2017,878
E08000037,gateshead,2017,1049
E08000021,newcastle upon tyne,2017,1068
E08000022,north tyneside,2017,781
E08000023,south tyneside,2017,461
E08000024,sunderland,2017,1047
E06000008,blackburn with darwen,2017,431
E06000009,blackpool,2017,333
E10000006,cumbria,2017,3724
E06000006,halton,2017,623
E10000017,lancashire,2017,7067
E06000007,warrington,2017,1702
E08000001,bolton,2017,1266
E08000002,bury,2017,999
E08000003,manchester,2017,1678
E08000004,oldham,2017,697
E08000005,rochdale,2017,1042
E08000006,salford,2017,1414
E08000007,stockport,2017,1172
E08000008,tameside,2017,740
E08000009,trafford,2017,923
E08000010,wigan,2017,1215
E08000011,knowsley,2017,960
E08000012,liverpool,2017,1394
E08000014,sefton,2017,734
E08000013,st. helens,2017,867
E08000015,wirral,2017,1068
E06000011,east riding of yorkshire,2017,2274
E06000010,kingston upon hull,2017,764
E06000012,north east lincolnshire,2017,619
E06000013,north lincolnshire,2017,1119
E10000023,north yorkshire,2017,5439
E06000014,york,2017,833
E08000016,barnsley,2017,1238
E08000017,doncaster,2017,2102
E08000018,rotherham,2017,1523
E08000019,sheffield,2017,1726
E08000032,bradford,2017,1574
E08000033,calderdale,2017,970
E08000034,kirklees,2017,1747
E08000035,leeds,2017,4255
E08000036,wakefield,2017,1896
E06000015,derby,2017,1122
E10000007,derbyshire,2017,5274
E06000016,leicester,2017,940
E10000018,leicestershire,2017,5069
E10000019,lincolnshire,2017,4202
E06000018,nottingham,2017,1006
E10000024,nottinghamshire,2017,4868
E06000017,rutland,2017,439
E06000019,herefordshire,2017,1237
E06000051,shropshire,2017,2099
E10000028,staffordshire,2017,6043
E06000021,stoke-on-trent,2017,870
E06000020,telford and wrekin,2017,920
E10000031,warwickshire,2017,6093
E10000034,worcestershire,2017,4397
E08000025,birmingham,2017,3672
E08000026,coventry,2017,1224
E08000027,dudley,2017,1073
E08000028,sandwell,2017,1330
E08000029,solihull,2017,1536
E08000030,walsall,2017,974
E08000031,wolverhampton,2017,732
E10000003,cambridgeshire,2017,5021
E10000012,essex,2017,9641
E10000015,hertfordshire,2017,7541
E06000032,luton,2017,511
E10000020,norfolk,2017,5322
E06000031,peterborough,2017,1211
E06000033,southend-on-sea,2017,421
E10000029,suffolk,2017,4179
E06000034,thurrock,2017,1118
E09000002,barking and dagenham,2017,412
E09000003,barnet,2017,1116
E09000004,bexley,2017,642
E09000005,brent,2017,620
E09000006,bromley,2017,901
E09000007,camden,2017,313
E09000001,city of london,2017,96
E09000008,croydon,2017,838
E09000009,ealing,2017,850
E09000010,enfield,2017,1094
E09000011,greenwich,2017,746
E09000012,hackney,2017,292
E09000013,hammersmith and fulham,2017,323
E09000014,haringey,2017,339
E09000015,harrow,2017,406
E09000016,havering,2017,1106
E09000017,hillingdon,2017,1508
E09000018,hounslow,2017,1043
E09000019,islington,2017,248
E09000020,kensington and chelsea,2017,312
E09000021,kingston upon thames,2017,618
E09000022,lambeth,2017,484
E09000023,lewisham,2017,489
E09000024,merton,2017,406
E09000025,newham,2017,591
E09000026,redbridge,2017,745
E09000027,richmond upon thames,2017,545
E09000028,southwark,2017,453
E09000029,sutton,2017,454
E09000030,tower hamlets,2017,548
E09000031,waltham forest,2017,495
E09000032,wandsworth,2017,489
E09000033,westminster,2017,535
E06000036,bracknell forest,2017,441
E06000043,brighton and hove,2017,812
E06000060,buckinghamshire,2017,4118
E10000011,east sussex,2017,2708
E10000014,hampshire,2017,9785
E06000046,isle of wight,2017,412
E10000016,kent,2017,9446
E06000035,medway,2017,874
E06000042,milton keynes,2017,1568
E10000025,oxfordshire,2017,4891
E06000044,portsmouth,2017,763
E06000038,reading,2017,373
E06000039,slough,2017,511
E06000045,southampton,2017,634
E10000030,surrey,2017,8659
E06000037,west berkshire,2017,1972
E10000032,west sussex,2017,4473
E06000040,windsor and maidenhead,2017,1137
E06000041,wokingham,2017,1035
E06000022,bath and north east somerset,2017,781
E06000023,bristol,2017,1515
E06000052,cornwall,2017,3482
E10000008,devon,2017,5802
E10000013,gloucestershire,2017,4384
E06000053,isles of scilly,2017,2
E06000024,north somerset,2017,1607
E06000026,plymouth,2017,935
E10000027,somerset,2017,4610
E06000025,south gloucestershire,2017,2624
E06000030,swindon,2017,1350
E06000027,torbay,2017,434
E06000054,wiltshire,2017,3870
S12000033,aberdeen city,2017,825
S12000034,aberdeenshire,2017,2012
S12000041,angus,2017,719
S12000035,argyll & bute,2017,616
S12000005,clackmannanshire,2017,207
S12000006,dumfries and galloway,2017,1405
S12000042,dundee city,2017,515
S12000008,east ayrshire,2017,704
S12000045,east dunbartonshire,2017,348
S12000010,east lothian,2017,620
S12000011,east renfrewshire,2017,489
S12000036,edinburgh,2017,1851
S12000013,eilean siar,2017,148
S12000014,falkirk,2017,1016
S12000047,fife,2017,1928
S12000049,glasgow city,2017,2223
S12000017,highland,2017,1803
S12000018,inverclyde,2017,328
S12000019,midlothian,2017,442
S12000020,moray,2017,497
S12000021,north ayrshire,2017,498
S12000050,north lanarkshire,2017,2013
S12000023,orkney islands,2017,95
S12000048,perth and kinross,2017,1640
S12000038,renfrewshire,2017,983
S12000026,scottish borders,2017,813
S12000027,shetland islands,2017,147
S12000028,south ayrshire,2017,648
S12000029,south lanarkshire,2017,1732
S12000030,stirling,2017,830
S12000039,west dunbartonshire,2017,411
S12000040,west lothian,2017,1164
W06000019,blaenau gwent,2017,263
W06000013,bridgend,2017,870
W06000018,caerphilly,2017,744
W06000015,cardiff,2017,1882
W06000010,carmarthenshire,2017,1305
W06000008,ceredigion,2017,503
W06000003,conwy,2017,796
W06000004,denbighshire,2017,590
W06000005,flintshire,2017,1112
W06000002,gwynedd,2017,877
W06000001,isle of anglesey,2017,415
W06000024,merthyr tydfil,2017,255
W06000021,monmouthshire,2017,930
W06000012,neath port talbot,2017,874
W06000022,newport,2017,1244
W06000009,pembrokeshire,2017,724
W06000023,powys,2017,1050
W06000016,rhondda cynon taf,2017,1339
W06000011,swansea,2017,1116
W06000014,the vale of glamorgan,2017,679
W06000020,torfaen,2017,397
W06000006,wrexham,2017,680
E06000047,county durham,2018,2681
E06000005,darlington,2018,512
E06000001,hartlepool,2018,397
E06000002,middlesbrough,2018,742
E06000057,northumberland,2018,1949
E06000003,redcar and cleveland,2018,581
E06000004,stockton-on-tees,2018,882
E08000037,gateshead,2018,1067
E08000021,newcastle upon tyne,2018,1086
E08000022,north tyneside,2018,796
E08000023,south tyneside,2018,468
E08000024,sunderland,2018,1071
E06000008,blackburn with darwen,2018,452
E06000009,blackpool,2018,332
E10000006,cumbria,2018,3847
E06000006,halton,2018,681
E10000017,lancashire,2018,7138
E06000007,warrington,2018,1710
E08000001,bolton,2018,1269
E08000002,bury,2018,1009
E08000003,manchester,2018,1667
E08000004,oldham,2018,696
E08000005,rochdale,2018,1061
E08000006,salford,2018,1427
E08000007,stockport,2018,1178
E08000008,tameside,2018,749
E08000009,trafford,2018,925
E08000010,wigan,2018,1217
E08000011,knowsley,2018,979
E08000012,liverpool,2018,1391
E08000014,sefton,2018,728
E08000013,st. helens,2018,861
E08000015,wirral,2018,1072
E06000011,east riding of yorkshire,2018,2322
E06000010,kingston upon hull,2018,777
E06000012,north east lincolnshire,2018,637
E06000013,north lincolnshire,2018,1163
E10000023,north yorkshire,2018,5584
E06000014,york,2018,847
E08000016,barnsley,2018,1277
E08000017,doncaster,2018,2172
E08000018,rotherham,2018,1563
E08000019,sheffield,2018,1761
E08000032,bradford,2018,1578
E08000033,calderdale,2018,979
E08000034,kirklees,2018,1744
E08000035,leeds,2018,4263
E08000036,wakefield,2018,1911
E06000015,derby,2018,1116
E10000007,derbyshire,2018,5312
E06000016,leicester,2018,932
E10000018,leicestershire,2018,5087
E10000019,lincolnshire,2018,4280
E06000018,nottingham,2018,1024
E10000024,nottinghamshire,2018,4859
E06000017,rutland,2018,446
E06000019,herefordshire,2018,1239
E06000051,shropshire,2018,2139
E10000028,staffordshire,2018,6028
E06000021,stoke-on-trent,2018,870
E06000020,telford and wrekin,2018,955
E10000031,warwickshire,2018,6163
E10000034,worcestershire,2018,4390
E08000025,birmingham,2018,3701
E08000026,coventry,2018,1210
E08000027,dudley,2018,1064
E08000028,sandwell,2018,1344
E08000029,solihull,2018,1556
E08000030,walsall,2018,970
E08000031,wolverhampton,2018,743
E10000003,cambridgeshire,2018,4978
E10000012,essex,2018,9540
E10000015,hertfordshire,2018,7548
E06000032,luton,2018,517
E10000020,norfolk,2018,5387
E06000031,peterborough,2018,1214
E06000033,southend-on-sea,2018,401
E10000029,suffolk,2018,4151
E06000034,thurrock,2018,1116
E09000002,barking and dagenham,2018,410
E09000003,barnet,2018,1115
E09000004,bexley,2018,631
E09000005,brent,2018,621
E09000006,bromley,2018,881
E09000007,camden,2018,304
E09000001,city of london,2018,93
E09000008,croydon,2018,828
E09000009,ealing,2018,847
E09000010,enfield,2018,1104
E09000011,greenwich,2018,742
E09000012,hackney,2018,284
E09000013,hammersmith and fulham,2018,328
E09000014,haringey,2018,340
E09000015,harrow,2018,400
E09000016,havering,2018,1115
E09000017,hillingdon,2018,1526
E09000018,hounslow,2018,1051
E09000019,islington,2018,242
E09000020,kensington and chelsea,2018,323
E09000021,kingston upon thames,2018,613
E09000022,lambeth,2018,467
E09000023,lewisham,2018,470
E09000024,merton,2018,412
E09000025,newham,2018,592
E09000026,redbridge,2018,758
E09000027,richmond upon thames,2018,533
E09000028,southwark,2018,438
E09000029,sutton,2018,442
E09000030,tower hamlets,2018,545
E09000031,waltham forest,2018,527
E09000032,wandsworth,2018,486
E09000033,westminster,2018,527
E06000036,bracknell forest,2018,454
E06000043,brighton and hove,2018,796
E06000060,buckinghamshire,2018,4064
E10000011,east sussex,2018,2692
E10000014,hampshire,2018,9733
E06000046,isle of wight,2018,413
E10000016,kent,2018,9531
E06000035,medway,2018,868
E06000042,milton keynes,2018,1564
E10000025,oxfordshire,2018,4869
E06000044,portsmouth,2018,749
E06000038,reading,2018,371
E06000039,slough,2018,516
E06000045,southampton,2018,648
E10000030,surrey,2018,8675
E06000037,west berkshire,2018,1937
E10000032,west sussex,2018,4451
E06000040,windsor and maidenhead,2018,1140
E06000041,wokingham,2018,1017
E06000022,bath and north east somerset,2018,773
E06000023,bristol,2018,1493
E06000052,cornwall,2018,3469
E10000008,devon,2018,5815
E10000013,gloucestershire,2018,4368
E06000053,isles of scilly,2018,2
E06000024,north somerset,2018,1659
E06000026,plymouth,2018,928
E10000027,somerset,2018,4612
E06000025,south gloucestershire,2018,2634
E06000030,swindon,2018,1344
E06000027,torbay,2018,436
E06000054,wiltshire,2018,3863
S12000033,aberdeen city,2018,830
S12000034,aberdeenshire,2018,1926
S12000041,angus,2018,709
S12000035,argyll & bute,2018,607
S12000005,clackmannanshire,2018,209
S12000006,dumfries and galloway,2018,1385
S12000042,dundee city,2018,523
S12000008,east ayrshire,2018,711
S12000045,east dunbartonshire,2018,352
S12000010,east lothian,2018,621
S12000011,east renfrewshire,2018,492
S12000036,edinburgh,2018,1930
S12000013,eilean siar,2018,146
S12000014,falkirk,2018,1017
S12000047,fife,2018,1903
S12000049,glasgow city,2018,2217
S12000017,highland,2018,1826
S12000018,inverclyde,2018,327
S12000019,midlothian,2018,441
S12000020,moray,2018,498
S12000021,north ayrshire,2018,497
S12000050,north lanarkshire,2018,2071
S12000023,orkney islands,2018,93
S12000048,perth and kinross,2018,1623
S12000038,renfrewshire,2018,1011
S12000026,scottish borders,2018,807
S12000027,shetland islands,2018,144
S12000028,south ayrshire,2018,649
S12000029,south lanarkshire,2018,1739
S12000030,stirling,2018,835
S12000039,west dunbartonshire,2018,419
S12000040,west lothian,2018,1190
W06000019,blaenau gwent,2018,264
W06000013,bridgend,2018,893
W06000018,caerphilly,2018,752
W06000015,cardiff,2018,1961
W06000010,carmarthenshire,2018,1313
W06000008,ceredigion,2018,505
W06000003,conwy,2018,810
W06000004,denbighshire,2018,594
W06000005,flintshire,2018,1120
W06000002,gwynedd,2018,881
W06000001,isle of anglesey,2018,419
W06000024,merthyr tydfil,2018,261
W06000021,monmouthshire,2018,938
W06000012,neath port talbot,2018,891
W06000022,newport,2018,1251
W06000009,pembrokeshire,2018,729
W06000023,powys,2018,1050
W06000016,rhondda cynon taf,2018,1370
W06000011,swansea,2018,1128
W06000014,the vale of glamorgan,2018,690
W06000020,torfaen,2018,420
W06000006,wrexham,2018,687
E06000047,county durham,2019,2769
E06000005,darlington,2019,526
E06000001,hartlepool,2019,406
E06000002,middlesbrough,2019,764
E06000057,northumberland,2019,2033
E06000003,redcar and cleveland,2019,600
E06000004,stockton-on-tees,2019,950
E08000037,gateshead,2019,1150
E08000021,newcastle upon tyne,2019,1108
E08000022,north tyneside,2019,824
E08000023,south tyneside,2019,483
E08000024,sunderland,2019,1087
E06000008,blackburn with darwen,2019,457
E06000009,blackpool,2019,333
E10000006,cumbria,2019,3904
E06000006,halton,2019,689
E10000017,lancashire,2019,7342
E06000007,warrington,2019,1735
E08000001,bolton,2019,1288
E08000002,bury,2019,1043
E08000003,manchester,2019,1691
E08000004,oldham,2019,713
E08000005,rochdale,2019,1105
E08000006,salford,2019,1454
E08000007,stockport,2019,1245
E08000008,tameside,2019,755
E08000009,trafford,2019,945
E08000010,wigan,2019,1232
E08000011,knowsley,2019,998
E08000012,liverpool,2019,1384
E08000014,sefton,2019,733
E08000013,st. helens,2019,858
E08000015,wirral,2019,1090
E06000011,east riding of yorkshire,2019,2365
E06000010,kingston upon hull,2019,792
E06000012,north east lincolnshire,2019,639
E06000013,north lincolnshire,2019,1160
E10000023,north yorkshire,2019,5612
E06000014,york,2019,858
E08000016,barnsley,2019,1303
E08000017,doncaster,2019,2184
E08000018,rotherham,2019,1619
E08000019,sheffield,2019,1769
E08000032,bradford,2019,1579
E08000033,calderdale,2019,999
E08000034,kirklees,2019,1774
E08000035,leeds,2019,4342
E08000036,wakefield,2019,1960
E06000015,derby,2019,1143
E10000007,derbyshire,2019,5419
E06000016,leicester,2019,958
E10000018,leicestershire,2019,5204
E10000019,lincolnshire,2019,4324
E06000018,nottingham,2019,1057
E10000024,nottinghamshire,2019,4943
E06000017,rutland,2019,448
E06000019,herefordshire,2019,1227
E06000051,shropshire,2019,2150
E10000028,staffordshire,2019,6118
E06000021,stoke-on-trent,2019,877
E06000020,telford and wrekin,2019,956
E10000031,warwickshire,2019,6150
E10000034,worcestershire,2019,4452
E08000025,birmingham,2019,3743
E08000026,coventry,2019,1227
E08000027,dudley,2019,1066
E08000028,sandwell,2019,1352
E08000029,solihull,2019,1546
E08000030,walsall,2019,988
E08000031,wolverhampton,2019,747
E10000003,cambridgeshire,2019,4973
E10000012,essex,2019,9564
E10000015,hertfordshire,2019,7502
E06000032,luton,2019,513
E10000020,norfolk,2019,5441
E06000031,peterborough,2019,1234
E06000033,southend-on-sea,2019,395
E10000029,suffolk,2019,4178
E06000034,thurrock,2019,1114
E09000002,barking and dagenham,2019,411
E09000003,barnet,2019,1132
E09000004,bexley,2019,642
E09000005,brent,2019,637
E09000006,bromley,2019,912
E09000007,camden,2019,300
E09000001,city of london,2019,93
E09000008,croydon,2019,843
E09000009,ealing,2019,851
E09000010,enfield,2019,1112
E09000011,greenwich,2019,748
E09000012,hackney,2019,286
E09000013,hammersmith and fulham,2019,328
E09000014,haringey,2019,347
E09000015,harrow,2019,411
E09000016,havering,2019,1137
E09000017,hillingdon,2019,1553
E09000018,hounslow,2019,1093
E09000019,islington,2019,242
E09000020,kensington and chelsea,2019,327
E09000021,kingston upon thames,2019,627
E09000022,lambeth,2019,473
E09000023,lewisham,2019,479
E09000024,merton,2019,420
E09000025,newham,2019,587
E09000026,redbridge,2019,752
E09000027,richmond upon thames,2019,545
E09000028,southwark,2019,446
E09000029,sutton,2019,454
E09000030,tower hamlets,2019,544
E09000031,waltham forest,2019,519
E09000032,wandsworth,2019,499
E09000033,westminster,2019,512
E06000036,bracknell forest,2019,462
E06000043,brighton and hove,2019,801
E06000060,buckinghamshire,2019,4067
E10000011,east sussex,2019,2734
E10000014,hampshire,2019,9850
E06000046,isle of wight,2019,417
E10000016,kent,2019,9579
E06000035,medway,2019,879
E06000042,milton keynes,2019,1599
E10000025,oxfordshire,2019,4961
E06000044,portsmouth,2019,758
E06000038,reading,2019,372
E06000039,slough,2019,499
E06000045,southampton,2019,637
E10000030,surrey,2019,8672
E06000037,west berkshire,2019,1961
E10000032,west sussex,2019,4479
E06000040,windsor and maidenhead,2019,1144
E06000041,wokingham,2019,1015
E06000022,bath and north east somerset,2019,781
E06000023,bristol,2019,1495
E06000052,cornwall,2019,3553
E10000008,devon,2019,5977
E10000013,gloucestershire,2019,4494
E06000053,isles of scilly,2019,1
E06000024,north somerset,2019,1690
E06000026,plymouth,2019,957
E10000027,somerset,2019,4705
E06000025,south gloucestershire,2019,2702
E06000030,swindon,2019,1360
E06000027,torbay,2019,432
E06000054,wiltshire,2019,3941
S12000033,aberdeen city,2019,974
S12000034,aberdeenshire,2019,2008
S12000041,angus,2019,706
S12000035,argyll & bute,2019,608
S12000005,clackmannanshire,2019,212
S12000006,dumfries and galloway,2019,1388
S12000042,dundee city,2019,524
S12000008,east ayrshire,2019,709
S12000045,east dunbartonshire,2019,352
S12000010,east lothian,2019,627
S12000011,east renfrewshire,2019,488
S12000036,edinburgh,2019,1937
S12000013,eilean siar,2019,144
S12000014,falkirk,2019,1015
S12000047,fife,2019,1922
S12000049,glasgow city,2019,2251
S12000017,highland,2019,1843
S12000018,inverclyde,2019,335
S12000019,midlothian,2019,441
S12000020,moray,2019,496
S12000021,north ayrshire,2019,498
S12000050,north lanarkshire,2019,2063
S12000023,orkney islands,2019,93
S12000048,perth and kinross,2019,1602
S12000038,renfrewshire,2019,1013
S12000026,scottish borders,2019,799
S12000027,shetland islands,2019,143
S12000028,south ayrshire,2019,650
S12000029,south lanarkshire,2019,1756
S12000030,stirling,2019,834
S12000039,west dunbartonshire,2019,419
S12000040,west lothian,2019,1192
W06000019,blaenau gwent,2019,266
W06000013,bridgend,2019,901
W06000018,caerphilly,2019,759
W06000015,cardiff,2019,1995
W06000010,carmarthenshire,2019,1314
W06000008,ceredigion,2019,507
W06000003,conwy,2019,814
W06000004,denbighshire,2019,596
W06000005,flintshire,2019,1131
W06000002,gwynedd,2019,882
W06000001,isle of anglesey,2019,421
W06000024,merthyr tydfil,2019,263
W06000021,monmouthshire,2019,955
W06000012,neath port talbot,2019,896
W06000022,newport,2019,1253
W06000009,pembrokeshire,2019,741
W06000023,powys,2019,1068
W06000016,rhondda cynon taf,2019,1378
W06000011,swansea,2019,1141
W06000014,the vale of glamorgan,2019,690
W06000020,torfaen,2019,423
W06000006,wrexham,2019,689
E06000047,county durham,2020,2169
E06000005,darlington,2020,424
E06000001,hartlepool,2020,321
E06000002,middlesbrough,2020,599
E06000057,northumberland,2020,1619
